,url,description,group
33,https://s3.us-west-2.amazonaws.com/secure.notion-static.com/2efdd050-d991-4d3a-bdb9-c72ab4b87264/Cover_sheet.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIAT73L2G45EIPT3X45%2F20220516%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20220516T025220Z&X-Amz-Expires=86400&X-Amz-Signature=5937ffa831f1f9fe986e41d6f225d9a84eec66f22fc70edef88a9dc89358e096&X-Amz-SignedHeaders=host&response-content-disposition=filename%20%3D%22Cover%2520sheet.pdf%22&x-id=GetObject , Cover_sheet.pdf,2
34,https://github.com/twintproject/twint ," twintproject/twint: An advanced Twitter scraping & OSINT tool written in Python that doesn't use Twitter's API, allowing you to scrape a user's followers, following, Tweets and more while evading most API limitations.",2
35,https://github.com/shaypal5/awesome-twitter-data , shaypal5/awesome-twitter-data: A list of Twitter datasets and related resources.,2
36,https://github.com/fivethirtyeight/russian-troll-tweets/ , fivethirtyeight/russian-troll-tweets,2
37,https://developer.twitter.com/en/docs/tutorials/filtering-tweets-by-location , Filtering Tweets by location  Docs  Twitter Developer Platform,2
38,https://my.wisc.edu/web/expanded , MyUW,2
39,https://www.google.com/search?q=tim+urban+procrastination&oq=tim+urban+procras&aqs=chrome.0.0i512l2j69i57j0i512l7.3182j0j7&sourceid=chrome&ie=UTF-8 , tim urban procrastination - Google Search,2
40,https://waitbutwhy.com/2013/10/why-procrastinators-procrastinate.html , Why Procrastinators Procrastinate — Wait But Why,2
41,https://mindingourway.com/on-caring/ , On caring,2
42,https://www.ribbonfarm.com/2010/07/26/a-big-little-idea-called-legibility/ , A Big Little Idea Called Legibility,2
43,https://waitbutwhy.com/2020/09/debate2020.html , The Trump-Biden Debate — Wait But Why,2
44,https://www.youtube.com/watch?v=h5DD8A-h8xw , Beggin' (Easy Version) - Måneskin  Fingerstyle Guitar  TAB + Chords + Lyrics - YouTube,2
45,https://www.amazon.com/s?k=fake+plant+bowl+color&crid=3DZTGVSFFBL5N&sprefix=fake+plant+bowl+color%2Caps%2C447&ref=nb_sb_noss , Amazon.com : fake plant bowl color,2
46,https://mail.google.com/mail/u/1/#inbox/FMfcgzGpFzsqwtPnTjZHhVwcgfbxlZdH ," [GitHub] The ""Update gist"" workflow in Avery2/my-productive-box will be disabled soon - justinaverychan@gmail.com - Gmail",2
47,https://github.com/Avery2/my-productive-box/actions/workflows/schedule.yml?query=workflow%3A%22Update+gist%22 , Actions · Avery2/my-productive-box,2
48,https://uwmadison.zoom.us/j/92502269035?pwd=anhJbUFIdXk1U2FITVNtc3h3blU0dz09#success , Launch Meeting - Zoom,2
49,https://mail.google.com/mail/u/1/#search/in-person+amplitude , Search results - justinaverychan@gmail.com - Gmail,2
50,https://www.google.com/search?q=notino+timezone&oq=notino+timezone&aqs=chrome..69i57j33i160l3.1867j0j7&sourceid=chrome&ie=UTF-8 , notino timezone - Google Search,2
51,https://news.ycombinator.com/news?p=4 , Hacker News,3
52,https://tinyprojects.dev/posts/i_spent_two_years_launching_tiny_projects , I Spent 2 years Launching Tiny Projects  Tiny Projects,3
53,https://news.ycombinator.com/item?id=31421364 , I spent two years launching tiny projects  Hacker News,3
54,https://thorstenball.com/blog/2022/05/17/professional-programming-the-first-10-years/ , Thorsten Ball - Professional Programming: The First 10 Years,3
55,https://news.ycombinator.com/item?id=31407454 , Professional Programming: The First 10 Years  Hacker News,3
56,https://thorstenball.com/blog/2020/09/01/typing-can-be-the-bottleneck/ ," Thorsten Ball - No, typing can be the bottleneck",3
57,https://tarunreddy.bearblog.dev/addict/ , I'm an addict  Tarun's blog,3
58,https://mail.google.com/mail/u/1/#inbox/FMfcgzGpFzwKLSlqzjZnvSbbPXLzCqrS , Your background check results are ready - justinaverychan@gmail.com - Gmail,3
59,https://help.goodhire.com/candidates/docs/why-do-i-have-a-social-security-number-alert , Why do I have a Social Security Number alert? - Background Check Alerts,3
60,https://help.goodhire.com/candidates/docs/how-do-i-check-the-status-of-my-background-check , How do I check the status of my background check? - Status of Background Check,3
61,https://www.google.com/search?q=hands+of+war+2+how+to+play+2022&sxsrf=ALiCzsYy8vTQflq5NNgQQNelK5ucO8k-JQ%3A1653013940892&ei=tP2GYquKNpvDuvQP1oKiuAI&ved=0ahUKEwirtIXmhO33AhWboY4IHVaBCCcQ4dUDCA8&uact=5&oq=hands+of+war+2+how+to+play+2022&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BQgAEIAEOgYIABAeEBY6BQgAEIYDOgUIIRCgAToFCCEQqwI6CAghEB4QFhAdSgQIQRgASgQIRhgAULICWN83YMg5aAJwAXgAgAG1AYgB8RWSAQQwLjE4mAEAoAEByAEIwAEB&sclient=gws-wiz , hands of war 2 how to play 2022 - Google Search,3
62,https://www.alphr.com/play-old-flash-games/ , How to Play Old Flash Games in 2022,3
63,https://bluemaxima.org/flashpoint/downloads/ , Downloads - BlueMaxima's Flashpoint,3
64,https://bluemaxima.org/flashpoint/datahub/Mac_Support , Mac Support - Flashpoint Database,3
65,https://bluepload.unstable.life/flashpointinfinityformacbeta2019-12-15.zip , flashpointinfinityformacbeta2019-12-15.zip,3
66,https://bluepload.unstable.life/seamonkey.zip , seamonkey.zip,3
67,https://nul.sh/misc/flashpoint/ , Flashpoint Browser,3
68,https://news.ycombinator.com/news?p=4 , Hacker News,4
69,https://tinyprojects.dev/posts/i_spent_two_years_launching_tiny_projects , I Spent 2 years Launching Tiny Projects  Tiny Projects,4
70,https://news.ycombinator.com/item?id=31421364 , I spent two years launching tiny projects  Hacker News,4
71,https://thorstenball.com/blog/2022/05/17/professional-programming-the-first-10-years/ , Thorsten Ball - Professional Programming: The First 10 Years,4
72,https://news.ycombinator.com/item?id=31407454 , Professional Programming: The First 10 Years  Hacker News,4
73,https://thorstenball.com/blog/2020/09/01/typing-can-be-the-bottleneck/ ," Thorsten Ball - No, typing can be the bottleneck",4
74,https://tarunreddy.bearblog.dev/addict/ , I'm an addict  Tarun's blog,4
75,https://mail.google.com/mail/u/1/#inbox/FMfcgzGpFzwKLSlqzjZnvSbbPXLzCqrS , Your background check results are ready - justinaverychan@gmail.com - Gmail,4
76,https://help.goodhire.com/candidates/docs/why-do-i-have-a-social-security-number-alert , Why do I have a Social Security Number alert? - Background Check Alerts,4
77,https://help.goodhire.com/candidates/docs/how-do-i-check-the-status-of-my-background-check , How do I check the status of my background check? - Status of Background Check,4
78,https://www.google.com/search?q=hands+of+war+2+how+to+play+2022&sxsrf=ALiCzsYy8vTQflq5NNgQQNelK5ucO8k-JQ%3A1653013940892&ei=tP2GYquKNpvDuvQP1oKiuAI&ved=0ahUKEwirtIXmhO33AhWboY4IHVaBCCcQ4dUDCA8&uact=5&oq=hands+of+war+2+how+to+play+2022&gs_lcp=Cgdnd3Mtd2l6EAM6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BQgAEIAEOgYIABAeEBY6BQgAEIYDOgUIIRCgAToFCCEQqwI6CAghEB4QFhAdSgQIQRgASgQIRhgAULICWN83YMg5aAJwAXgAgAG1AYgB8RWSAQQwLjE4mAEAoAEByAEIwAEB&sclient=gws-wiz , hands of war 2 how to play 2022 - Google Search,4
79,https://www.alphr.com/play-old-flash-games/ , How to Play Old Flash Games in 2022,4
80,https://bluemaxima.org/flashpoint/downloads/ , Downloads - BlueMaxima's Flashpoint,4
81,https://bluemaxima.org/flashpoint/datahub/Mac_Support , Mac Support - Flashpoint Database,4
82,https://bluepload.unstable.life/flashpointinfinityformacbeta2019-12-15.zip , flashpointinfinityformacbeta2019-12-15.zip,4
83,https://bluepload.unstable.life/seamonkey.zip , seamonkey.zip,4
84,https://nul.sh/misc/flashpoint/ , Flashpoint Browser,4
85,https://notes.andymatuschak.org/z4SDCZQeRo4xFEQ8H4qrSqd68ucpgE6LU155C?stackedNotes=z7kEFe6NfUSgtaDuUjST1oczKKzQQeQWk4Dbc , Evergreen notes  “Better note-taking” misses the point; what matters is “better thinking”,5
86,https://www.google.com/search?q=thic+nhat+han&oq=thic+nhat+han&aqs=chrome..69i57j46i10i433j0i10l3j46i10j0i10l3.430j0j7&sourceid=chrome&ie=UTF-8 , thich nhat hanh - Google Search,5
87,https://www.wikiwand.com/en/Th%C3%ADch_Nh%E1%BA%A5t_H%E1%BA%A1nh , Thích Nhất Hạnh - Wikiwand,5
88,https://www.google.com/search?q=ming+yur+rinpoche&oq=ming+yur+rinpoche&aqs=chrome..69i57.268j0j7&sourceid=chrome&ie=UTF-8 , mingyur rinpoche - Google Search,5
89,https://www.wikiwand.com/en/Neem_Karoli_Baba , Neem Karoli Baba - Wikiwand,5
90,https://notes.andymatuschak.org/About_these_notes?stackedNotes=zVFGpprS64TzmKGNzGxq9FiCDnAnCPwRU5T&stackedNotes=z5aJUJcSbxuQxzHr2YvaY4cX5TuvLQT7r27Dz&stackedNotes=z5tiFxnNKMZCnc8G9R1N51L5hknyRGmyCQx18 , About these notes  My morning writing practice  A writing inbox for transient and incomplete notes  Inboxes only work if you trust how they’re drained,5
91,https://notes.andymatuschak.org/zVFGpprS64TzmKGNzGxq9FiCDnAnCPwRU5T?stackedNotes=z5aJUJcSbxuQxzHr2YvaY4cX5TuvLQT7r27Dz&stackedNotes=z5tiFxnNKMZCnc8G9R1N51L5hknyRGmyCQx18 , My morning writing practice  A writing inbox for transient and incomplete notes  Inboxes only work if you trust how they’re drained,5
92,https://github.com/riceissa/spaced-inbox , riceissa/spaced-inbox: A minimal spaced writing inbox,5
93,https://www.youtube.com/watch?v=XdtDj5sDZLs , All of Me - John Legend  Fingerstyle Guitar  TAB + Chords + Lyrics - YouTube,5
94,https://www.youtube.com/watch?v=8CH0rw9HjVA , Just the two of us Guitar Jam - YouTube,5
95,https://www.youtube.com/watch?v=0_Lwz8ZCaoo , Viva La Vida - Coldplay  Fingerstyle Guitar  TAB + Chords + Lyrics - YouTube,5
96,https://davnicwil.com/tips-for-making-writing-more-fun/ , David Nicholas Williams,5
97,https://dynomight.net/cult/ , My attempted cult recruitment,5
98,https://astralcodexten.substack.com/p/heuristics-that-almost-always-work?s=r , Heuristics That Almost Always Work - by Scott Alexander,5
99,https://www.amazon.com/s?k=guitar+hardshell+case&crid=6ZDNWY73TAYA&sprefix=guitar+hardshell+case%2Caps%2C93&ref=nb_sb_noss_1 , Amazon.com : guitar hardshell case,5
100,https://www.amazon.com/ChromaCast-CC-AHC-Acoustic-Guitar-Hard/dp/B00A270KYM/ref=sr_1_29?crid=6ZDNWY73TAYA&keywords=guitar%2Bhardshell%2Bcase&qid=1651960828&sprefix=guitar%2Bhardshell%2Bcase%2Caps%2C93&sr=8-29&th=1 , Amazon.com: ChromaCast CC-AHC Acoustic Guitar Hard Case : Everything Else,5
101,https://www.google.com/search?q=nascent&sxsrf=ALiCzsburiJyXyUl3OBwqSUTG11r2cUAqQ%3A1652079271856&ei=p7p4YtDzM-C90PEPl8KekAg&oq=nacent&gs_lcp=Cgdnd3Mtd2l6EAMYADIHCAAQsQMQCjIHCAAQsQMQCjIHCAAQsQMQCjIECAAQCjIHCAAQsQMQCjIHCAAQsQMQCjIECAAQCjIECAAQCjIECAAQCjIECAAQCjoHCAAQRxCwAzoFCAAQkQI6CAguEIAEELEDOggIABCABBCxAzoLCAAQgAQQsQMQgwE6BQgAEIAEOg4ILhCABBCxAxDHARCjAjoOCAAQgAQQsQMQgwEQyQM6EQguEIAEELEDEMcBENEDENQCOgcIABCABBAKSgQIQRgASgQIRhgAUPUiWL4mYI4xaAVwAXgAgAHYAYgB5QSSAQUxLjIuMZgBAKABAcgBCMABAQ&sclient=gws-wiz , nascent - Google Search,5
102,https://www.youtube.com/watch?v=Kb5GfPcDCbc&list=TLPQMjMwNDIwMjIPbZcCImI3rw&index=3 , The BIGGEST SUPERFOB EVER Built (FOB Defense Gameplay) - v10 Squad Gameplay - YouTube,6
103,https://www.youtube.com/watch?v=xBlpOGdk-0U&list=TLPQMjMwNDIwMjIPbZcCImI3rw ," ""Many Worlds"" is a simplification of quantum mechanics - YouTube",6
104,https://www.youtube.com/watch?v=nTgBo_b9HqE&list=TLPQMjMwNDIwMjIPbZcCImI3rw , How to Stay Inspired for Life (realistically) - YouTube,6
105,https://www.tiktok.com/@n4tedowg/video/7079103597459459374?_t=8RiRN3jvqtX&_r=1 , #fyp  with Music original sound - Nate,6
106,https://docs.google.com/document/d/1uHnI_pxza_aFOfXNJOjQOgelFo3kYG54IUWAGv1N_kU/edit , Cal Wellness Application - Google Docs,6
107,https://www.google.com/search?q=sam+harris+dan+history&oq=sam+harris+dan+history&aqs=chrome..69i57j0i546l4.6553j0j7&sourceid=chrome&ie=UTF-8 , sam harris dan history - Google Search,6
108,https://tabs.ultimate-guitar.com/tab/ed-sheeran/perfect-chords-1956589 , PERFECT CHORDS by Ed Sheeran @ Ultimate-Guitar.Com,6
109,https://tabs.ultimate-guitar.com/tab/vance-joy/riptide-chords-1173278 , RIPTIDE CHORDS by Vance Joy @ Ultimate-Guitar.Com,6
110,https://tabs.ultimate-guitar.com/tab/james-arthur/say-you-wont-let-go-tabs-1885801 , SAY YOU WONT LET GO INTRO TAB (ver 4) by James Arthur @ Ultimate-Guitar.Com,6
111,https://tabs.ultimate-guitar.com/tab/sam-hunt/body-like-a-back-road-chords-1949135 , BODY LIKE A BACK ROAD ACOUSTIC CHORDS by Sam Hunt @ Ultimate-Guitar.Com,6
112,https://www.google.com/search?q=grammarly+with+large+files&oq=grammarly+with+large+files&aqs=chrome..69i57j33i160l2j33i299.3472j0j9&sourceid=chrome&ie=UTF-8 , grammarly with large files - Google Search,6
113,https://www.theguitarlesson.com/articles/teach-yourself-guitar/ , Best Way to Teach Yourself Guitar in 2022,7
114,https://www.theguitarlesson.com/guitar-lesson-blog/guitar-lessons/how-long-does-it-take-to-learn-guitar/ , How Long Does it Take to Learn Guitar? - TheGuitarLesson.com,7
115,https://www.guitartricks.com/course.php?input=fundamentals1 , Beginner Guitar Lessons: Guitar Fundamentals Level 1,7
116,https://waitbutwhy.com/2019/09/thinking-ladder.html , The Thinking Ladder — Wait But Why,8
117,http://www.paulgraham.com/identity.html , Keep Your Identity Small,8
118,https://waitbutwhy.com/2013/10/why-procrastinators-procrastinate.html , Why Procrastinators Procrastinate — Wait But Why,8
119,https://waitbutwhy.com/2014/10/religion-for-the-nonreligious.html , Religion for the Nonreligious — Wait But Why,8
120,https://waitbutwhy.com/2013/11/how-to-beat-procrastination.html , How to Beat Procrastination — Wait But Why,8
121,https://seths.blog/2019/03/busy-is-not-the-point/ , Busy is not the point  Seth's Blog,9
122,https://www.cgpgrey.com/blog/i-have-died-many-times , I Have Died Many Times — CGP Grey,9
123,https://www.pinterest.com/pin/43206477661345224/ ," The marble and the sculptor  Sculpture art, Sculpture, Wood art",9
124,https://waitbutwhy.com/ , Wait But Why,9
125,https://www.ribbonfarm.com/2010/07/26/a-big-little-idea-called-legibility/ , A Big Little Idea Called Legibility,9
126,https://www.google.com/search?sxsrf=AOaemvJyDBjmN5qIDfPI8lG1EP6gcmZARQ:1641609938424&q=Lex+fridman&spell=1&sa=X&ved=2ahUKEwiw3_TJkaH1AhW3k4kEHSS2CAwQBSgAegQIAhAy&biw=1440&bih=821&dpr=2 , Lex fridman - Google Search,9
127,https://news.ycombinator.com/news?p=2 , Hacker News,9
128,https://www.indiehackers.com/post/plan-do-learn-my-admittedly-hardcore-work-routine-1fb500959f ," Plan, do, learn: My admittedly hardcore work routine",9
129,https://nicolasbustamante.substack.com/p/look-how-big-is-my-team , Look How Big is my Team! - Nicolas Bustamante,9
130,https://developer.mozilla.org/en-US/docs/Web/JavaScript/A_re-introduction_to_JavaScript , A re-introduction to JavaScript (JS tutorial) - JavaScript  MDN,10
131,https://edabit.com/challenge/Bxp6uGjgmf8TuG8Fe , Derivative of a Function // Edabit,10
132,https://mail.google.com/mail/u/1/#inbox , Inbox (404) - justinaverychan@gmail.com - Gmail,10
133,https://www.facebookrecruiting.com/portal/home , Home  Facebook Recruiting,10
134,https://www.averychan.site/normal-resume/Justin_Avery_Chan_Resume.pdf#view=FitH , Justin_Avery_Chan_Resume.pdf,10
135,https://www.google.com/search?q=melo+park&oq=melo+park&aqs=chrome..69i57j46i10i433j46i131i175i199i433j0i131i433j0i10l2j46i10i175i199i433j0i10i433j46i10.2515j0j7&sourceid=chrome&ie=UTF-8 , melo park - Google Search,10
136,https://stackoverflow.com/questions/1986896/what-is-the-difference-between-call-and-apply , javascript - What is the difference between call and apply? - Stack Overflow,10
137,https://stackoverflow.com/questions/2342132/waiting-for-image-to-load-in-javascript , Waiting for image to load in JavaScript - Stack Overflow,10
138,https://towardsdatascience.com/how-i-created-the-workout-movement-counting-app-using-deep-learning-and-optical-flow-89f9d2e087ac , How I created the Workout Movement Counting App using Deep Learning and Optical Flow Algorithm  by Art Kulakov  Towards Data Science,11
139,https://stackoverflow.com/questions/52676020/imread-returns-none-violating-assertion-src-empty-in-function-cvtcolor-er ," python - imread returns None, violating assertion !_src.empty() in function 'cvtColor' error - Stack Overflow",11
140,https://docs.opencv.org/3.4/d8/dfe/classcv_1_1VideoCapture.html , OpenCV: cv::VideoCapture Class Reference,11
141,https://github.com/Avery2/optical-flow-count , Avery2/optical-flow-count,11
142,https://docs.opencv.org/3.0-beta/modules/video/doc/motion_analysis_and_object_tracking.html#calcopticalflowfarneback , Motion Analysis and Object Tracking — OpenCV 3.0.0-dev documentation,11
143,https://www.geeksforgeeks.org/opencv-the-gunnar-farneback-optical-flow/ , OpenCV - The Gunnar-Farneback optical flow - GeeksforGeeks,11
144,https://learnopencv.com/optical-flow-in-opencv/ , Optical Flow in OpenCV (C++/Python)  LearnOpenCV #,11
145,https://aicurious.io/posts/2021-02-15-build-a-pushup-counter/ , Build a Pushup counter app with OpenCV and Deep learning,11
146,https://github.com/Avery2/optical-flow-count , Avery2/optical-flow-count,11
147,https://nanonets.com/blog/optical-flow/ , Introduction to Motion Estimation with Optical Flow,11
148,https://stackoverflow.com/questions/56304657/how-to-see-python-docs-for-opencv , How to see python docs for opencv? - Stack Overflow,11
149,https://docs.opencv.org/4.5.4/dc/d6b/group__video__track.html#ga5d10ebbd59fe09c5f650289ec0ece5af , OpenCV: Object Tracking,11
150,https://docs.opencv.org/3.4/dc/d6b/group__video__track.html , OpenCV: Object Tracking,11
151,https://github.com/Avery2/optical-flow-count , Avery2/optical-flow-count,11
152,https://www.kaggle.com/lifailifai/ucf101 , ucf101  Kaggle,11
153,https://towardsdatascience.com/exercise-classification-with-machine-learning-part-i-7cc336ef2e01 , Exercise Classification with Machine Learning (Part I)  by Trevor Phillips  Towards Data Science,11
154,https://fittonic.app/ ," Fittonic: Computer Vision AI for Fitness Apps and Live Video Streaming, SDK, API",11
155,https://drive.google.com/drive/u/3/folders/1pRA3qQy7EV_ebbtENNm4vsR6iz2uV_d9 , ExercEyes - Google Drive,11
156,https://humansintheloop.org/annotation-services/bounding-box-annotation/ , Bounding Box Annotation  Humans in the Loop,11
157,https://github.com/keyvanakbary/learning-notes ," keyvanakbary/learning-notes: Notes on books I read, talks I watch, articles I study, and papers I love",12
158,https://keyvanakbary.github.io/learning-notes/papers/ , Papers  Notes,12
159,https://keyvanakbary.github.io/learning-notes/books/the-subtle-art-of-not-giving-a-fuck/ , The Subtle Art of Not Giving a Fuck: A Counterintuitive Approach to Living a Good Life  Notes,12
160,https://news.ycombinator.com/ , Hacker News,12
161,https://www.lremes.com/posts/goldman-sachs/ , Luciano Remes  My Experience as a SWE Intern at Goldman Sachs,12
162,http://www.issendai.com/psychology/sick-systems.html , Sick Systems: How to Keep Someone With You Forever  Issendai.com,13
163,http://www.issendai.com/psychology/sick-systems-whittling-yourself-away.html , Sick Systems: On Whittling Yourself Away  Issendai.com,13
164,http://www.issendai.com/psychology/sick-systems-qualities-that-keep-you-stuck.html , Sick Systems: Qualities That Keep You in a Sick System  Issendai.com,13
165,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/ , (4) Maximum Difference Between Node and Ancestor - LeetCode,13
166,https://www.madisontaskett.com/lazy-bastard-productivity/ , How a Lazy Bitch like me learned to be Productive,13
167,https://github.com/fikrikarim/companies-with-successful-pivot , fikrikarim/companies-with-successful-pivot: List of startups/companies that had successful pivots,13
168,https://danluu.com/learn-what/ , What to learn,14
169,https://matt.might.net/articles/what-cs-majors-should-know/ , What every computer science major should know,14
170,https://danluu.com/people-matter/ , Individuals matter,14
171,https://www.ribbonfarm.com/2010/07/26/a-big-little-idea-called-legibility/ , A Big Little Idea Called Legibility,14
172,https://www.ribbonfarm.com/for-new-readers/ , For New Readers,14
173,https://www.ribbonfarm.com/2009/10/07/the-gervais-principle-or-the-office-according-to-the-office/ ," The Gervais Principle, Or The Office According to “The Office”",14
174,https://github.com/seanprashad/leetcode-patterns , seanprashad/leetcode-patterns: A curated list of leetcode questions grouped by their common patterns,14
175,https://github.com/dwmkerr/hacker-laws ," dwmkerr/hacker-laws: 💻📖 Laws, Theories, Principles and Patterns that developers will find useful. #hackerlaws",14
176,https://sijinjoseph.netlify.app/programmer-competency-matrix/ , Programmer Competency Matrix  Sijin Joseph,14
177,https://waitbutwhy.com/2018/04/picking-career.html , How to Pick a Career (That Actually Fits You) — Wait But Why,15
178,https://waitbutwhy.com/2019/08/story-intro.html , The Story of Us: Intro — Wait But Why,15
179,https://waitbutwhy.com/2019/08/fire-light.html , The Great Battle of Fire and Light — Wait But Why,15
180,https://waitbutwhy.com/2019/08/giants.html , A Game of Giants — Wait But Why,15
181,https://waitbutwhy.com/2019/09/stories.html , A Story of Stories — Wait But Why,15
182,https://waitbutwhy.com/2019/08/story-of-us.html , The Story of Us: Full Series — Wait But Why,15
183,https://sites.google.com/site/steveyegge2/practicing-programming , steve yegge - practicing-programming,15
184,https://www.quantamagazine.org/the-year-in-math-and-computer-science-20211223/ , The Year in Math and Computer Science  Quanta Magazine,15
185,https://www.cairographics.org/pycairo/ , Pycairo,15
186,https://pycairo.readthedocs.io/en/latest/tutorial.html , Tutorial — Pycairo documentation,15
187,https://www.ribbonfarm.com/2010/07/26/a-big-little-idea-called-legibility/ , A Big Little Idea Called Legibility,15
188,https://twitter.com/visualizevalue , Visualize Value (@visualizevalue) / Twitter,15
189,https://github.com/dwmkerr/hacker-laws#wheatons-law ," dwmkerr/hacker-laws: 💻📖 Laws, Theories, Principles and Patterns that developers will find useful. #hackerlaws",15
190,https://www.ribbonfarm.com/2010/07/26/a-big-little-idea-called-legibility/ , A Big Little Idea Called Legibility,15
